Term,ID,FIRST,SEX,Student Type,PAID AMT
202001,872167278,Brian,M,Continuing,
202001,997631399,Simon,M,Continuing,
202001,689817007,Paulina,F,Continuing,
202001,261478140,Sean,M,Continuing,
202001,396537770,Marco,M,Continuing,
202001,613711738,Victoria,F,Continuing,
202001,658018262,Manaahil,F,Continuing,
202001,850462714,Christian,M,Continuing,
202001,742592900,Angelica,F,Continuing,
202001,505126954,David,M,Continuing,
202001,919014706,Shaahida,F,Continuing,
202001,198499994,Juan,M,Continuing,"$6,295.00 "
202001,726738922,Carrie,F,Continuing,
202001,117607621,Abdul Baasid,M,Continuing,
202001,252753702,Jeewoo,F,Continuing,
202001,664096117,Samuel,M,Continuing,
202001,385303304,Justin,M,Continuing,
202001,999666252,Joseph,M,Continuing,
202001,141241258,Amy,F,Continuing,
202001,334548800,Jonathan,M,Transfer,
202001,375472812,Sydney,F,Continuing,
202001,861167245,Lubaaba,F,Continuing,
202001,617692021,Breanne,F,Continuing,
202001,183574532,Elizabeth,F,Continuing,
202001,118779831,Kevin,M,Continuing,
202001,262363852,Katie,F,Continuing,
202001,100174054,William,M,Returning,
202001,641163900,Rafael,M,Continuing,
202001,638606635,Roland,M,Continuing,
202001,424470824,Sabeeha,F,Continuing,
202001,871484136,Justin,M,Continuing,
202001,428644630,Danielle,F,Continuing,
202001,718733897,Jayme,F,Continuing,
202001,432454171,Jameela,F,Continuing,
202001,357483943,Austin,M,Continuing,
202001,796316808,Mark,M,Continuing,
202001,162366976,Mimi,F,Continuing,
202001,885718683,Amanda,F,Continuing,
202001,519205292,Joshua,M,Continuing,
202001,186345505,Jahlil,M,Continuing,
202001,985804763,Zulema,F,Continuing,
202001,354312178,Thalia,F,Continuing,
202001,652295181,Megan,F,Continuing,
202001,146878927,Wei,M,Continuing,
202001,615680978,Chalcey,F,Continuing,
202001,737759843,Mamdooh,M,Continuing,
202001,366576638,Otis,M,Continuing,
202001,507416733,Hayley,F,Continuing,"$6,345.00 "
202001,770954234,Leon,M,Continuing,
202001,102631796,Jenifer,F,Continuing,
202001,850151106,Vanessa,F,Continuing,
202001,456695845,Kionna,F,Continuing,
202001,409813313,Rebecca,F,Continuing,
202001,985081706,Mutee'a,F,Entering First Year Student,
202001,578800438,Nicole,F,Continuing,
202001,972973805,Kaitlyn,F,Continuing,"$3,595.00 "
202001,324447483,Garrett,M,Continuing,
202001,109761936,Mariah,F,Continuing,
202001,891166593,Fikriyya,F,Continuing,
202001,891608455,Shaimaaa,F,Continuing,
202001,283474028,Isaam,M,Continuing,
202001,503933068,Tavia,F,Continuing,"$2,495.00 "
202001,239735213,Andrell,F,Continuing,$695.00 
202001,829023993,Emily,F,Continuing,
202001,222604984,Toni,F,Continuing,
202001,839102970,Isabella,F,Continuing,"$6,345.00 "
202001,759616593,Laaiqa,F,Continuing,
202001,974562787,Haafiza,F,Continuing,
202001,634822362,Labeeba,F,Continuing,
202001,136832016,Edward,M,Continuing,
202001,748318914,Shelen,F,Continuing,"$2,295.00 "
202001,908870508,Jazmeen,F,Continuing,
202001,735198310,Robert,M,Continuing,
202001,343424737,Salaah,M,Continuing,"$4,695.00 "
202001,224409558,Lauren,F,Continuing,
202001,887206085,Daniel,M,Continuing,
202001,230556067,Koafeng,F,Continuing,
202001,217331651,Manish,M,Continuing,
202001,544578471,Imaad,M,Continuing,
202001,957470387,Joslyn,F,Continuing,
202001,131585663,Briana,F,Continuing,"$6,345.00 "
202001,173664058,Ibrahim,M,Continuing,
202001,367715401,Victoria,F,Continuing,
202001,830785480,Stephani,F,Continuing,"$6,345.00 "
202001,359373353,Quincy,F,Continuing,
202001,640704764,Hector,M,Continuing,
202001,273452508,Linda,F,Continuing,"$6,345.00 "
202001,447288277,Sylvia,M,Continuing,"$1,895.00 "
202001,626028872,Uqbah,M,Continuing,"$3,695.00 "
202001,273584825,Delia,F,Continuing,"$6,345.00 "
202001,876008937,Christian,M,Continuing,
202001,585501920,Aubrianna,F,Continuing,"$6,345.00 "
202001,643738878,Megan,F,Continuing,"$2,895.00 "
202001,578268196,Ana,F,Continuing,
202001,691201367,Kensy,M,Continuing,
202001,606306033,Jessica,F,Continuing,
202001,854206467,Jose,M,Continuing,
202001,688291263,Brielle,F,Continuing,
202001,662242149,Alexa,F,Continuing,
202001,186183086,Mele,F,Continuing,
202001,657919494,Omar,M,Continuing,
202001,761676143,Bianca,F,Continuing,
202001,519376344,Giovonnie,M,Continuing,"$4,995.00 "
202001,861356651,Alan,M,Continuing,
202001,379289594,Noh,M,Continuing,
202001,857930979,Heleena,F,Continuing,
202001,635834672,Tarron,M,Continuing,
202001,210385402,Dylan,M,Continuing,"$6,345.00 "
202001,774519317,Marjaana,F,Entering First Year Student,
202001,617302191,Mulubrhan,F,Continuing,
202001,830721444,Brenden,M,Entering First Year Student,
202001,197364849,Hanna,F,Entering First Year Student,
202001,655577815,Joshua,M,Entering First Year Student,
202001,875263427,Amber,F,Entering First Year Student,
202001,246861139,Zhjade,F,Entering First Year Student,
202001,843313813,Eamon,M,Entering First Year Student,
202001,407934329,Beatriz,F,Entering First Year Student,"$5,195.00 "
202001,285485016,David,M,Entering First Year Student,
202001,216070269,Khairi,M,Entering First Year Student,
202001,136041891,Taylor,F,Entering First Year Student,
202001,740703849,Caitlyn,F,Entering First Year Student,
202001,337368508,Amanda,F,Entering First Year Student,
202001,895618694,Waseef,M,Entering First Year Student,
202001,956529303,Caitlyn,F,Continuing,
202001,749316308,Sopannah,F,Continuing,
202001,871098425,Desiree,F,Continuing,"$6,195.00 "
202001,270180350,Summer,F,Continuing,
202001,850523319,Razeena,F,Continuing,
202001,419314674,Lyndsey,F,Continuing,
202001,241412859,Roderick,M,Continuing,
202001,420102264,Christopher,M,Continuing,
202001,596161485,Rick,M,Continuing,
202001,645644764,Hafsa,F,Continuing,
202001,206320394,Loc,M,Continuing,
202001,174665158,Avonte,M,Continuing,
202001,957523246,Bailey,F,Continuing,
202001,578096237,Steven,M,Continuing,"$6,345.00 "
202001,480968924,Jacob,M,Continuing,
202001,939209088,Celene,F,Continuing,
202001,571194409,Maria,F,Continuing,"$3,695.00 "
202001,357483452,Aamir,M,Continuing,
202001,453189571,Mateo,M,Continuing,
202001,216127803,Thomas,M,Continuing,
202001,706265131,Isaiah,M,Entering First Year Student,
202001,311735957,Desiree,F,Entering First Year Student,
202001,185704711,Jhovani,M,Entering First Year Student,
202001,426606392,Isaac,M,Entering First Year Student,
202001,650127305,Sequoya,M,Entering First Year Student,
202001,615388626,Salmaan,M,Entering First Year Student,
202001,130922885,Taylor,F,Entering First Year Student,
202001,766517900,Keona,F,Entering First Year Student,"$6,345.00 "
202001,967125493,Izzante,M,Continuing,
202001,271525915,Madison,F,Entering First Year Student,
202001,500534352,Marcellus,M,Entering First Year Student,
202001,376879471,Gabriela,F,Entering First Year Student,"$6,345.00 "
202001,602077825,Nura,F,Entering First Year Student,
202001,990991538,Tanishia,F,Entering First Year Student,
202001,310837929,Jamya,F,Entering First Year Student,
202001,354905529,Juwairiya,F,Entering First Year Student,"$6,345.00 "
202001,768083503,Lauren,M,Entering First Year Student,
202001,711666057,Joseph,M,Entering First Year Student,
202001,283025925,Tanisha,F,Continuing,
202001,754048075,Yessica,F,Continuing,
202001,301135968,Karalyssa,F,Continuing,
202001,573120944,Heather,F,Continuing,
202001,591197821,Harutyun,M,Continuing,
202001,942597282,Diana,F,Continuing,
202001,120048712,Randy,M,Entering First Year Student,
202001,141378530,Charles,M,Continuing,
202001,640812576,Ileena,F,Continuing,
202001,218845352,Clint,M,Continuing,
202001,227148160,Laneece,F,Continuing,
202001,390146130,Avery,M,Continuing,
202001,952787050,Brittany,F,Continuing,
202001,511313401,Deidre,F,Continuing,
202001,110395493,Dominic,M,Entering First Year Student,
202001,350113193,Jamel,M,Entering First Year Student,"$6,345.00 "
202001,837326238,Ashley,F,Entering First Year Student,
202001,130065896,Marcia,F,Entering First Year Student,"$5,395.00 "
202001,263068541,Kaitlin,F,Entering First Year Student,
202001,780542855,Tobby,M,Entering First Year Student,
202001,522338780,Mariah,F,Entering First Year Student,
202001,366178882,Sara,F,Entering First Year Student,
202001,771741950,Amanda,F,Entering First Year Student,"$4,495.00 "
202001,951481269,Victoria,F,Entering First Year Student,
202001,245657477,Alicia,F,Entering First Year Student,
202001,128483042,Wajeeb,M,Entering First Year Student,
202001,203677147,Tyler,M,Entering First Year Student,
202001,975911004,Kayla,F,Entering First Year Student,
202001,256261570,Aisha,F,Entering First Year Student,
202001,325149521,Briana,F,Entering First Year Student,
202001,536573719,Mia,F,Entering First Year Student,
202001,551949354,Erika,F,Entering First Year Student,
202001,564622000,Terrance,M,Entering First Year Student,
202001,847562776,Sanad,F,Entering First Year Student,
202001,747915109,Christiana,F,Entering First Year Student,
202001,173852603,Micilynn,F,Entering First Year Student,
202001,453549566,Tiffany,F,Entering First Year Student,
202001,809075370,Victor,M,Entering First Year Student,
202001,511796936,Yal,F,Entering First Year Student,"$6,345.00 "
202001,719204824,Amir,M,Entering First Year Student,
202001,448146263,John,M,Continuing,
202001,222252539,Sierra,F,Returning,
202001,747707355,Landon,M,Continuing,
202001,900260343,Janelle,F,Continuing,
202001,245034461,Antonio,M,Continuing,
202001,170367119,Emma,F,Continuing,
202001,902823887,Justin,M,Continuing,
202001,168767498,Erika,F,Continuing,
202001,785667452,Jordan,F,Continuing,
202001,158527622,Hazel Joy,F,Continuing,"$5,895.00 "
202001,252118638,Tyran,M,Continuing,
202001,955432440,Yasmine,F,Continuing,
202001,484497023,Alexander,M,Entering First Year Student,"$6,345.00 "
202001,165106598,Javier,M,Entering First Year Student,
202001,439170987,Aliciagabriela,F,Entering First Year Student,
202001,220266380,Erica,F,Entering First Year Student,"$3,195.00 "
202001,452024608,Abdur Rasheed,M,Entering First Year Student,
202001,485060464,Meghan,F,Entering First Year Student,
202001,670900408,Marvon,M,Entering First Year Student,
202001,623569290,Barinder,M,Entering First Year Student,
202001,655808904,Ka'Imi,F,Entering First Year Student,
202001,779105717,Yusri,M,Entering First Year Student,
202001,485920489,Michael,M,Entering First Year Student,
202001,295560668,Dylan,M,Entering First Year Student,
202001,759271309,Shawn,M,Entering First Year Student,
202001,626521383,Sofia,F,Entering First Year Student,
202001,449478790,Chad,M,Entering First Year Student,
202001,416767314,Margaret,F,Entering First Year Student,
202001,983780196,Marcus,M,Entering First Year Student,
202001,401529389,Desean,M,Entering First Year Student,
202001,824676158,Sidney,F,Entering First Year Student,
202001,124913138,Sidqi,M,Entering First Year Student,
202001,636478752,Danielle,F,Entering First Year Student,
202001,401787039,Kevin,M,Entering First Year Student,
202001,549108334,Seth,M,Entering First Year Student,
202001,669542577,Nathan,M,Entering First Year Student,
202001,618332924,Lynn,F,Entering First Year Student,
202001,243435523,Olivia,F,Continuing,
202001,588239427,Rifqa,F,Continuing,
202001,962026367,Hannah,F,Continuing,
202001,874359933,Naadiya,F,Continuing,
202001,152736640,Syria,F,Continuing,"$4,495.00 "
202001,786951927,Schuyler,M,Continuing,
202001,863304935,Andrea,F,Continuing,"$4,695.00 "
202001,576439281,Reana,F,Entering First Year Student,
202001,977504043,Parris,F,Continuing,
202001,808736292,Christopher,M,Continuing,
202001,761337997,Marinna,F,Returning,
202001,888618415,Murtidevi,F,Continuing,
202001,499823893,Rida,M,Continuing,
202001,909126914,Anna,F,Entering First Year Student,
202001,428689318,Keenan,M,Entering First Year Student,
202001,511694886,Saajid,M,Entering First Year Student,
202001,464235109,Dontae,M,Entering First Year Student,"$6,345.00 "
202001,554773921,Ramziyya,F,Entering First Year Student,"$4,595.00 "
202001,441629313,Joshua,M,Entering First Year Student,
202001,677080256,Amanda,F,Entering First Year Student,
202001,966788928,Henry,M,Entering First Year Student,
202001,575661695,Ghazaala,F,Entering First Year Student,
202001,674334592,Elaine,F,Entering First Year Student,
202001,542139343,Elise,F,Entering First Year Student,
202001,142980904,Kayley,F,Entering First Year Student,
202001,550023151,Tariq,M,Entering First Year Student,
202001,674303788,Kindra,F,Entering First Year Student,
202001,915691446,Davuntae,M,Entering First Year Student,
202001,793958534,Andrew,M,Entering First Year Student,
202001,303561721,Bryan,M,Entering First Year Student,
202001,650122044,Nikita,F,Entering First Year Student,
202001,450375792,Vivian,F,Entering First Year Student,
202001,412268100,Parth,M,Entering First Year Student,
202001,434007554,Anthony,M,Entering First Year Student,
202001,645382777,Charles,M,Continuing,
202001,479669096,Ariyya,F,Continuing,
202001,741158493,Deja,F,Continuing,
202001,747398619,Asmaa,F,Continuing,
202001,493388041,Hadeel,F,Continuing,
202001,294970952,Dina,F,Continuing,
202001,416619880,Gemma,F,Continuing,
202001,641980857,Fayth,F,Continuing,
202001,521230944,Joshua,M,Continuing,
202001,174526274,Laddy,M,Continuing,"$2,495.00 "
202001,755083944,Aurora,F,Continuing,
202001,973840612,Mahaa,F,Continuing,
202001,281521789,Elizabeth,F,Continuing,
202001,310443402,Dameion,M,Continuing,
202001,125516121,Jose,M,Continuing,
202001,972848868,Phillip,M,Continuing,
202001,804231684,Alexis,F,Entering First Year Student,
202001,751460842,Chandel,F,Entering First Year Student,
202001,951566409,Brandon,M,Entering First Year Student,"$6,345.00 "
202001,719950623,Deveney,F,Entering First Year Student,
202001,318105017,Katrice,F,Entering First Year Student,
202001,750009641,Andrew,F,Entering First Year Student,
202001,419183968,Angelo,M,Entering First Year Student,
202001,347616019,Seth,M,Entering First Year Student,
202001,865165054,Haafiza,F,Entering First Year Student,
202001,216733145,Brandon,M,Entering First Year Student,
202001,905329316,Dominique,F,Entering First Year Student,
202001,292043690,Natalie,F,Entering First Year Student,
202001,287543295,Christopher,M,Entering First Year Student,
202001,504541662,Davena,F,Entering First Year Student,
202001,507723419,Yaasir,M,Entering First Year Student,
202001,599664249,Jocelyn,F,Entering First Year Student,
202001,756602613,Maya,F,Entering First Year Student,"$2,995.00 "
202001,996683534,Rosaline,F,Entering First Year Student,
202001,547660612,Casandra,F,Entering First Year Student,
202001,791965789,Jazmyne,F,Entering First Year Student,
202001,977688934,John,M,Entering First Year Student,
202001,505929287,Vanisha,F,Entering First Year Student,
202001,197841986,Nathan,M,Entering First Year Student,
202001,973770765,Gabriela,F,Entering First Year Student,
202001,543432948,Kevin,M,Continuing,
202001,900736783,Michelle,F,Continuing,
202001,332922306,Brianna,F,Continuing,
202001,666545060,Damon,M,Continuing,"$4,495.00 "
202001,658288263,Torshan,F,Continuing,"$6,295.00 "
202001,383514470,William,M,Continuing,
202001,553305670,Mohamed,M,Continuing,"$6,295.00 "
202001,985729193,Sean,M,Continuing,
202001,460700196,Kimberly,F,Continuing,
202001,472089939,Samantha,F,Continuing,
202001,270261071,Shaquin,M,Continuing,
202001,117797589,Evelina,F,Continuing,
202001,877946390,Raabiya,F,Continuing,
202001,572631189,Selena,F,Continuing,
202001,895099647,Miqdaad,M,Continuing,
202001,611738525,Dion,M,Continuing,"$6,345.00 "
202001,622382381,Sara,F,Continuing,"$5,895.00 "
202001,642763602,Elberta,F,Entering First Year Student,
202001,105102248,Heather,F,Entering First Year Student,
202001,613973212,Tyler,M,Entering First Year Student,
202001,326343732,Mackenzie,F,Entering First Year Student,
202001,421989959,Kyle,M,Entering First Year Student,"$6,345.00 "
202001,919265244,Chance,M,Entering First Year Student,"$1,095.00 "
202001,860805709,Donald,M,Entering First Year Student,"$6,345.00 "
202001,543995413,Elaine,F,Entering First Year Student,"$6,345.00 "
202001,671742749,Emily,F,Entering First Year Student,"$4,395.00 "
202001,294972394,Megan,F,Entering First Year Student,"$6,345.00 "
202001,706913618,Bryce,M,Entering First Year Student,
202001,903387662,Nadheera,F,Entering First Year Student,
202001,559448728,Nichelle,F,Entering First Year Student,"$1,195.00 "
202001,202428931,Pamela,F,Entering First Year Student,
202001,548974954,Samuel,M,Entering First Year Student,
202001,780500365,Julia,F,Entering First Year Student,
202001,159118121,Adam,M,Entering First Year Student,
202001,112347870,Hua,F,Entering First Year Student,
202001,453067713,Maisara,F,Entering First Year Student,"$5,395.00 "
202001,505819703,Savahanna,F,Entering First Year Student,
202001,418120821,Alexis,F,Entering First Year Student,
202001,157621046,Kaila,F,Entering First Year Student,
202001,179458351,Patrick,M,Entering First Year Student,"$5,295.00 "
202001,977769714,Lawanda,F,Entering First Year Student,
202001,563052556,Chantel,F,Entering First Year Student,
202001,360143637,Alexander,M,Entering First Year Student,
202001,178188328,Justin,M,Entering First Year Student,
202001,991399624,Nichole,F,Entering First Year Student,
202001,219168343,Mahmood,M,Continuing,
202001,833166442,Shania,F,Continuing,
202001,697199663,Ashley,F,Continuing,
202001,576118289,Dionte,M,Continuing,
202001,172440952,Joshua,M,Continuing,
202001,704393372,Jennifer,F,Continuing,
202001,622178459,Kristin,F,Continuing,
202001,713562284,Laquasea,F,Continuing,
202001,962091812,Haafiza,F,Continuing,
202001,548309381,John,M,Continuing,
202001,184194517,Deven,M,Continuing,
202001,803034147,Denver,M,Continuing,
202001,355914457,Christopher,M,Entering First Year Student,"$6,345.00 "
202001,666297790,Marisa,F,Entering First Year Student,"$6,345.00 "
202001,304692831,Colette,F,Entering First Year Student,"$3,695.00 "
202001,161696166,Nathaniel,M,Entering First Year Student,"$6,345.00 "
202001,857998001,Rebecca,F,Entering First Year Student,
202001,252617782,Justin,M,Entering First Year Student,
202001,605639669,Etirza,F,Entering First Year Student,
202001,605962173,Aeneva,F,Entering First Year Student,
202001,206622211,Rosa,F,Entering First Year Student,
202001,580087478,Angelo,M,Entering First Year Student,
202001,329983729,Marwaan,M,Entering First Year Student,
202001,448800664,Addam,M,Entering First Year Student,
202001,647614401,Cordero,M,Entering First Year Student,
202001,241097390,Katelyn,F,Entering First Year Student,
202001,197426893,Nazmi,M,Entering First Year Student,
202001,621066859,Sakeena,F,Entering First Year Student,
202001,309937476,Maxwell,M,Entering First Year Student,"$5,695.00 "
202001,521382819,Israel,M,Entering First Year Student,
202001,290104151,Wajdi,M,Entering First Year Student,
202001,192280243,Jaren,M,Entering First Year Student,
202001,172696526,Muntaha,F,Entering First Year Student,
202001,533922056,Jana,F,Continuing,
202001,407002629,Joshua,M,Continuing,
202001,884438927,Jordan,F,Continuing,
202001,663281635,Kindra,F,Continuing,
202001,955589017,Joseph,M,Continuing,
202001,385662135,Hakam,M,Continuing,
202001,764860671,Anthony,M,Continuing,
202001,800501686,Matthew,M,Continuing,"$1,995.00 "
202001,896284570,Keynan,M,Continuing,"$6,095.00 "
202001,891487658,Austin,M,Continuing,
202001,519187195,Rashaad,M,Continuing,
202001,734742526,Mastoora,F,Continuing,
202001,660857148,Uthmaa N,M,Continuing,
202001,489443783,Jeanette,F,Continuing,
202001,113513456,Quiana,F,Continuing,"$3,595.00 "
202001,318290303,Torell,M,Continuing,
202001,415852432,Olivia,F,Continuing,"$6,345.00 "
202001,670933781,Saara,F,Continuing,
202001,243767519,Badri,M,Entering First Year Student,
202001,336221063,Misfar,M,Entering First Year Student,
202001,816278822,Cheyenna,F,Entering First Year Student,
202001,991751076,Sariah,F,Entering First Year Student,
202001,721029709,Emilio,M,Entering First Year Student,
202001,350552924,Brandon,M,Entering First Year Student,
202001,715038687,Laura,F,Entering First Year Student,
202001,451347454,Brittney,F,Entering First Year Student,
202001,919961058,Pamela,F,Entering First Year Student,
202001,825710188,Jose,M,Entering First Year Student,"$4,395.00 "
202001,509767219,Daioshanay,F,Entering First Year Student,
202001,774681534,Zameel,M,Entering First Year Student,
202001,602404627,Marisa,F,Entering First Year Student,
202001,834745370,Nawaal,F,Entering First Year Student,
202001,307031347,Kaarim,M,Entering First Year Student,
202001,738987834,Alliyah,F,Entering First Year Student,
202001,126248695,Sabriyya,F,Entering First Year Student,
202001,199258740,Shelby,F,Entering First Year Student,
202001,137065793,Logan,M,Entering First Year Student,
202001,126163515,Darian,M,Entering First Year Student,
202001,292411154,Aaron,M,Entering First Year Student,"$5,595.00 "
202001,389500027,Idrees,M,Entering First Year Student,
202001,503437638,Tanner,M,Entering First Year Student,
202001,515891853,Yetsy,F,Entering First Year Student,
202001,120413751,Jeremiah,M,Continuing,"$6,195.00 "
202001,443184705,Cassandra,F,Continuing,
202001,297248763,Conor,M,Continuing,"$2,595.00 "
202001,864594403,Kristine,F,Continuing,"$6,345.00 "
202001,441643160,Chayanis,F,Continuing,
202001,571835607,Kristopher,M,Continuing,
202001,734950629,Norhill,F,Continuing,
202001,626539961,Virginia,F,Continuing,
202001,582885189,Christopher,M,Continuing,
202001,863172775,Hilmi,M,Continuing,
202001,414162508,Marylou,F,Continuing,
202001,930069642,Miranda,F,Continuing,
202001,109262436,Andrea,F,Continuing,
202001,666926513,Corey,M,Continuing,
202001,377754868,Shawn,M,Continuing,
202001,371561316,Jamie,F,Continuing,
202001,454109523,Tylor,F,Transfer,
202001,922262910,Ethan,M,Continuing,
202001,813811355,Dominic,M,Continuing,
202001,705771353,Andy,M,Continuing,
202001,457477011,Felicia,F,Continuing,"$6,345.00 "
202001,633673186,Faadi,M,Continuing,"$2,295.00 "
202001,952020694,Chamera,F,Continuing,
202001,969840900,Aaron,M,Continuing,
202001,534710735,Briana,F,Continuing,"$5,795.00 "
202001,234211014,Charles,M,Continuing,
202001,602078503,Jin,M,Continuing,
202001,589053734,Parker,M,Continuing,
202001,681559485,Cayden,M,Entering First Year Student,
202001,518885707,Miqdaam,M,Entering First Year Student,
202001,694428840,Michael,M,Entering First Year Student,
202001,319095293,Carol,F,Entering First Year Student,
202001,726743424,Joshua,M,Entering First Year Student,"$6,345.00 "
202001,201864983,Hanaan,F,Entering First Year Student,"$2,395.00 "
202001,246920719,Kaleb,M,Entering First Year Student,
202001,891274360,Maeselle,F,Entering First Year Student,
202001,487556236,David,M,Entering First Year Student,
202001,524102674,Amanda,F,Entering First Year Student,
202001,602502573,Unwana,M,Entering First Year Student,
202001,810867263,Abdul Jabbaar,M,Entering First Year Student,
202001,349872973,Rukiya,F,Entering First Year Student,
202001,452189562,Lauren,F,Entering First Year Student,
202001,248595105,Ricardo,M,Entering First Year Student,
202001,659880655,Naielli,F,Entering First Year Student,
202001,727000276,Margaret,F,Entering First Year Student,
202001,334503732,Anthony,M,Entering First Year Student,
202001,779186049,Allison,F,Entering First Year Student,
202001,596123736,Marina,F,Entering First Year Student,
202001,419568052,Clifton,M,Entering First Year Student,
202001,910443891,Precious,F,Entering First Year Student,
202001,124492994,Sherron,M,Entering First Year Student,
202001,556849313,Usaama,M,Entering First Year Student,
202001,597882193,Jesse,M,Continuing,"$6,345.00 "
202001,553690082,Tamara,F,Continuing,
202001,755030496,David,M,Continuing,
202001,136776885,Grace,F,Continuing,
202001,286286927,Leonarda,F,Continuing,"$5,995.00 "
202001,166297773,Jaelynn,F,Continuing,
202001,109563403,Selene,F,Continuing,
202001,971041023,Zachary,M,Continuing,
202001,932763682,Oghene-Okuko,M,Continuing,
202001,763242726,Amy,F,Continuing,
202001,946522283,Chase,M,Continuing,
202001,293876299,Deion,M,Continuing,
202001,788112967,Loagyn,F,Continuing,
202001,950759049,Jessica,F,Continuing,
202001,587808571,Manuel,M,Continuing,
202001,617248786,Abby,F,Continuing,
202001,141853569,Celestino,M,Continuing,
202001,564212037,Benjamin,M,Continuing,
202001,752419887,Waleed,M,Continuing,"$6,295.00 "
202001,681617767,Antwuan,M,Continuing,
202001,297594729,Elika,F,Continuing,
202001,803633622,Nancy,F,Continuing,
202001,956010162,Veronica,F,Continuing,
202001,725436205,Meghan,F,Continuing,
202001,985534129,Azhaar,M,Continuing,
202001,792546189,Isaac,M,Continuing,
202001,642112691,Jaanglo,M,Continuing,"$1,495.00 "
202001,393361457,Dung,F,Continuing,
202001,495237296,Nabeel,M,Continuing,
202001,373259044,Tierria,F,Continuing,
202001,480378247,Grayson,M,Continuing,
202001,269065180,Caleb,M,Continuing,
202001,374310701,Liliana,F,Entering First Year Student,
202001,785982615,Ander,M,Entering First Year Student,
202001,644706298,Bailey,F,Entering First Year Student,"$6,345.00 "
202001,435531621,Kabeer,M,Entering First Year Student,
202001,644288566,Ariana,F,Entering First Year Student,
202001,803724675,Raymond,M,Entering First Year Student,
202001,807952216,Kari,F,Entering First Year Student,
202001,551717774,Saaya,F,Entering First Year Student,
202001,844061729,Cyndy,F,Entering First Year Student,
202001,839352129,Tulaiha,F,Entering First Year Student,
202001,831412931,Madison,F,Entering First Year Student,
202001,527663412,Kylan,M,Entering First Year Student,
202001,937125090,Andrew,M,Entering First Year Student,"$6,345.00 "
202001,344024256,Thomas,M,Entering First Year Student,"$6,345.00 "
202001,203513785,Muslim,M,Entering First Year Student,
202001,974637083,Armando,M,Entering First Year Student,"$6,345.00 "
202001,179442567,Aaron,M,Entering First Year Student,
202001,429048084,Paul James,M,Entering First Year Student,
202001,270514577,Lea,F,Entering First Year Student,
202001,237914323,Lee,F,Entering First Year Student,
202001,258172333,Kabita,F,Entering First Year Student,
202001,674219744,Derek,M,Entering First Year Student,
202001,565115539,Alexander,M,Entering First Year Student,
202001,633899594,Naaila,F,Entering First Year Student,"$6,295.00 "
202001,908018716,Jacquelyn,F,Continuing,
202001,886097259,Sydney,F,Continuing,
202001,275321676,Trevor,M,Continuing,
202001,708700440,Darsean,M,Continuing,
202001,525680353,Raveena,F,Continuing,
202001,429493250,Savannah,F,Continuing,
202001,400161246,Johnathon,M,Continuing,
202001,878391049,Zakariyya,M,Continuing,"$6,345.00 "
202001,627078631,Waleed,M,Continuing,
202001,293612326,Travis,M,Continuing,
202001,800942116,Patricia,F,Continuing,"$6,345.00 "
202001,306157968,Cheyenne,F,Continuing,"$5,495.00 "
202001,811480251,Katherine,F,Continuing,
202001,955512648,Tyrel,M,Entering First Year Student,
202001,941990623,Milton,M,Continuing,
202001,420738261,Samaria,F,Continuing,
202001,312207955,Kelli,F,Continuing,
202001,505345129,Sinh,M,Continuing,
202001,504455145,Nikita,F,Continuing,
202001,882329978,Troy,M,Continuing,
202001,351362761,Kallie,F,Continuing,
202001,281580351,Khalisha,F,Continuing,
202001,663490460,Aaron,M,Continuing,
202001,605676839,Nicholas,M,Continuing,
202001,510115494,Samantha,F,Continuing,
202001,224079579,Lucas,M,Continuing,
202001,354027356,Catlyn,F,Entering First Year Student,
202001,739073753,Tiffany,F,Entering First Year Student,
202001,791940154,Lauren,F,Entering First Year Student,"$6,345.00 "
202001,448283976,Kasey,F,Entering First Year Student,
202001,950604843,Kathleen,F,Entering First Year Student,
202001,898345364,Abdus Samad,M,Entering First Year Student,
202001,604005823,Dominick,M,Entering First Year Student,
202001,698723722,Tahaani,F,Entering First Year Student,
202001,853264034,Jennifer,F,Entering First Year Student,
202001,433107805,Daniel,M,Entering First Year Student,
202001,893312958,Caitlyn,F,Entering First Year Student,"$6,345.00 "
202001,147212812,Mikal,M,Entering First Year Student,
202001,957187285,Seiko,F,Entering First Year Student,
202001,483341779,Badr,M,Entering First Year Student,
202001,857750523,Salina,F,Entering First Year Student,"$6,345.00 "
202001,846989576,Masroora,F,Entering First Year Student,
202001,228474016,Trevor,M,Entering First Year Student,"$6,345.00 "
202001,440719481,Daif,M,Entering First Year Student,
202001,166922704,Sungjin,M,Entering First Year Student,
202001,916032634,Lamberto,M,Entering First Year Student,
202001,172110598,Justin,M,Continuing,
202001,917703644,Ashraf,M,Continuing,
202001,845037556,Deanna,F,Transfer,
202001,937564851,Chassity,F,Continuing,
202001,641729665,Ashley,F,Continuing,
202001,693473847,Rashaa,F,Continuing,
202001,110714238,Jasmine,F,Continuing,
202001,430634423,Michael,M,Continuing,
202001,371544900,Efrain,M,Continuing,
202001,802274794,Corrina,F,Continuing,
202001,102835710,Jennifer,F,Continuing,
202001,348855244,Naafoora,F,Continuing,"$3,795.00 "
202001,920570274,Vanessa,F,Continuing,
202001,677045760,Lorrin,F,Continuing,
202001,963428485,Marcus,M,Continuing,
